Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs
Mon Oct 26 2020,0,0,5.37,282,16,8,1,3,31.78,47,15,881,164,32,2.145,0,4.775,0,0.014,0,0,1,1,0,0,2,2
Tue Oct 27 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,0,0,1,1
Wed Oct 28 2020,0,0,2.39,401,18,2,0,1,0,57,7,762,318,35,0,0,0,0,0.0315,0,0,0,0,0,0,0,0
Thu Oct 29 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Oct 30 2020,0,0,5.15,1967,21,0,1,1,4.12,127,14,3085,599,57,2.43,0,0,0,0.084,0,0,1,1,0,0,0,0
Sat Oct 31 2020,0,0,6,87,6,2,0,1,0,5,9,186,31,4,2.33,0,8.39,0,0.007,1.6,0,1,1,0,0,4,4
Sun Nov 01 2020,0,0,7.73,1377,27,0,1,2,12.51,139,15,5261,681,82,0,0,0,0,0.056,0.8,0,0,0,0,0,0,0
Mon Nov 02 2020,0,0,9.16,731,33,1,0,6,25.09,102,14,3244,352,54,0,0,57.895,0,0.0525,0.8,0,0,0,0,0,26,26
Tue Nov 03 2020,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Nov 04 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Nov 05 2020,0,0,0,2,2,0,0,3,0,0,0,0,0,0,2.41,0,0,0,0.0035,0,0,1,1,0,0,0,0
Fri Nov 06 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 07 2020,0,0,4.87,991,16,0,0,0,0.91,59,10,1754,360,32,0,0,0,0,0.028,0,0,0,0,0,0,0,0
Sun Nov 08 2020,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 09 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 10 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 11 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.08,0,0,0,0,0,0,3,3,0,0,0,0
Thu Nov 12 2020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0245,0,0,0,0,0,0,0,0
Fri Nov 13 2020,0,0,7.64,1203,28,0,0,4,14.46,134,18,3016,395,86,0,2.495,0,0,0.098,0,1,0,0,0,0,0,0
Sat Nov 14 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,12.12,0.06,0,0.8,1,0,0,0,0,5,5
Sun Nov 15 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 16 2020,0,0,5.96,769,17,0,1,1,0,46,10,1342,224,26,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Tue Nov 17 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0.4,0,0,0,0,0,0,0
Wed Nov 18 2020,0,0,5.83,233,15,0,0,1,0.13,44,10,776,134,25,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Nov 19 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Nov 20 2020,0,0,5.73,633,26,0,0,2,18.45,116,29,2304,400,54,9.485,0,0,0,0.042,0,0,3,2,1,0,0,0
Sat Nov 21 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0.0035,0,0,0,0,0,0,1,1
Sun Nov 22 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7,0,0,0,0,0,0,2,2,0,0,0,0
Mon Nov 23 2020,0,0,6.4,583,11,0,0,1,0,51,13,1017,159,32,0,0,0,0,0.042,0,0,0,0,0,0,0,0
Tue Nov 24 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 25 2020,0,0,10.42,1333,39,0,1,9,7.2,204,24,4086,392,97,0,0,0,0,0.1225,0,0,0,0,0,0,0,0
Thu Nov 26 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0.007,0,0,1,1,0,0,0,0
Fri Nov 27 2020,0,0,8.26,1273,25,0,0,2,14.78,163,16,3585,434,100,0,0,0,0,0.0875,0,0,0,0,0,0,0,0
Sat Nov 28 2020,0,0,9,22,5,0,0,2,29.37,10,14,126,14,8,0,0,0,4,0.0035,0,0,0,0,0,0,0,0
Sun Nov 29 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 30 2020,0,0,12.48,395,21,2,2,2,0.05,93,24,1909,152,52,4.585,0,0,0,0.1085,0,0,2,2,0,0,0,0
Tue Dec 01 2020,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2.32,0,0,0.1,0.0105,0,0,1,1,0,0,0,0
Wed Dec 02 2020,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Dec 03 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 04 2020,0,0,8.12,1495,29,0,0,3,10.56,141,20,3247,401,70,0,0,0,0,0.119,0,0,0,0,0,0,0,0
Sat Dec 05 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.225,0,65.475,1.45,0,0.8,0,4,4,0,0,27,27
Sun Dec 06 2020,0,0,6.74,634,20,0,0,1,11.88,94,11,1826,271,50,0,0,0,0,0.0805,0.8,0,0,0,0,0,0,0
Mon Dec 07 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.95,0,0,0,0,0,0,0,1,1
Tue Dec 08 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Dec 09 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Thu Dec 10 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 11 2020,0,0,10.05,525,25,0,0,1,0,96,18,3014,300,56,7.145,0,0,0,0.077,0,0,3,3,0,0,0,0
Sat Dec 12 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,1,1
Sun Dec 13 2020,0,0,5.74,145,11,0,0,2,0,38,9,1004,174,30,0,0,0,3.25,0.0385,0,0,0,0,0,0,0,0
Mon Dec 14 2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 15 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 16 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 17 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Dec 18 2020,0,0,5.54,362,19,0,0,2,30.3,94,12,1713,309,59,0,0,0,0,0.0595,0,0,0,0,0,0,0,0
Sat Dec 19 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,1,1
Sun Dec 20 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425,0,0,0,0.0035,0,0,1,1,0,0,0,0
Mon Dec 21 2020,0,0,7.67,315,19,0,0,1,0.09,64,16,1059,137,42,0,0,0,0,0.0525,0,0,0,0,0,0,0,0
Tue Dec 22 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,30,0,0,0,2,2,0,0,0,0
Wed Dec 23 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 24 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 25 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 26 2020,0,0,7.21,1487,22,0,0,1,0.03,86,14,3029,420,53,2.375,0,0,0,0.0385,0,0,1,1,0,0,0,0
Sun Dec 27 2020,0,0,12.43,273,7,0,0,0,0,2,13,174,14,2,2.385,0,0,0,0.007,0,0,1,1,0,0,0,0
Mon Dec 28 2020,0,0,5.86,1081,22,0,0,0,0,108,13,3125,534,53,0,0,0,0,0.0665,0,0,0,0,0,0,0,0
Tue Dec 29 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,0,0.02,0,0,1,0,0,0,0,0,0
Wed Dec 30 2020,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1,1,0,0,0,0
Thu Dec 31 2020,0,0,4.43,213,11,0,0,0,0,36,10,913,206,26,4.68,0,0,0,0.0105,0,0,2,2,0,0,0,0
Fri Jan 01 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sat Jan 02 2021,0,0,6.51,474,14,0,0,1,5.38,48,13,1302,201,28,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Sun Jan 03 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Jan 04 2021,0,0,7.08,309,13,0,0,0,0.1,25,11,1020,141,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 05 2021,0,0,0,15,1,0,0,0,0,0,0,0,0,0,4.675,0,4.735,0,0,0,0,2,2,0,0,2,2
Wed Jan 06 2021,0,0,0,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Jan 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Jan 08 2021,0,0,9.36,743,27,0,0,10,3.46,84,17,3791,404,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 09 2021,0,0,10,53,6,0,0,1,15.71,0,12,70,6,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
Sun Jan 10 2021,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145,0,0,0,0,0,0,3,3,0,0,0,0
Tue Jan 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 15 2021,0,0,6.41,333,12,0,0,1,14.27,35,12,1058,165,23,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Sat Jan 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,2.39,0,0,0,0,1,0,1,0,1,1
Sun Jan 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 18 2021,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.425,0,0,0,0,0,0,1,1,0,0,0,0
Thu Jan 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 22 2021,0,0,6.66,786,20,0,0,1,11.08,66,13,1471,220,42,2.385,0,0,0,0.0105,0,0,1,1,0,0,0,0
Sat Jan 23 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,1,1
Sun Jan 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 25 2021,0,0,8.24,537,23,0,0,7,12.61,68,28,1491,181,44,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Tue Jan 26 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.225,0,0,0,0,0,0,0,0,1,1
Wed Jan 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Thu Jan 28 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Jan 29 2021,0,0,7.4,862,19,0,1,3,25.34,87,13,1776,240,47,0,0,0,0,0.0245,0,0,0,0,0,0,0,0
Sat Jan 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.325,0,2.305,0,0,0,0,2,1,0,1,1,1
Sun Jan 31 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,2,2,0,0,0,0
Mon Feb 01 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Tue Feb 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 03 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,2,2,0,0,0,0
Sat Feb 06 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Feb 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145,0,0,0,0,0,0,3,3,0,0,0,0
Fri Feb 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Wed Feb 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 20 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.43,0,0,0,0,0,0,1,1,0,0,0,0
Sun Feb 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Tue Feb 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 24 2021,0,0,6.47,164,14,0,0,0,0.32,39,13,634,96,30,2.1,0,0,0,0.0245,0,0,1,1,0,0,0,0
Thu Feb 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305,0,0,0,0,0,0,1,1,0,0,0,0
Fri Feb 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Sun Feb 28 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.98,0,0,0,0.0035,0,0,3,3,0,0,0,0
Mon Mar 01 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Tue Mar 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Mar 03 2021,0,0,5.11,424,13,0,0,0,0,34,10,567,111,22,0,0,0,0,0.021,0,0,0,0,0,0,0,0
Thu Mar 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,0,0,0,0,1,0,0,0,0,0,0
Fri Mar 05 2021,0,0,5.83,247,10,0,0,3,0,34,13,536,92,24,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sat Mar 06 2021,0,0,14.94,321,14,0,0,3,46.65,41,31,1046,69,31,2.385,0,12.18,4,0,0,0,1,1,0,0,5,5
Sun Mar 07 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145,0,0,0,0,0,0,3,3,0,0,0,0
Fri Mar 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 16 2021,0,0,5.3,255,14,0,0,1,7.32,26,9,519,98,17,4.825,0,0,0,0.0105,0,0,1,0,1,0,0,0
Wed Mar 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,2,0,0,0,0,0,0,0
Thu Mar 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Mar 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,1,1,0,0,0,0
Sun Mar 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Tue Mar 23 2021,0,0,6,157,11,0,0,0,11.15,37,11,816,136,28,0,0,0,0,0.035,0,0,0,0,0,0,0,0
Wed Mar 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Mar 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Mar 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Sun Mar 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 29 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1,1,0,0,0,0
Wed Mar 31 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,2,2,0,0,0,0
Thu Apr 01 2021,0,0,7.81,312,13,0,0,0,0,27,12,742,95,20,2.375,0,0,0,0.014,0,0,1,1,0,0,0,0
Fri Apr 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,1.01,0,0,0,0,0,0,0,1,1
Sat Apr 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 06 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Wed Apr 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145,0,0,0,0,0,0,3,3,0,0,0,0
Mon Apr 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 14 2021,0,0,5.76,176,10,0,1,0,8.51,34,10,599,104,23,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Thu Apr 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Sat Apr 17 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 19 2021,0,0,6.29,503,11,0,0,0,0.1,21,11,969,154,17,0,0,0,0,0.021,0,0,0,0,0,0,0,0
Tue Apr 20 2021,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.425,2.495,0,0,0.0035,0,1,1,1,0,0,0,0
Wed Apr 21 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.385,0,0,0,0,0,0,1,1,0,0,0,0
Fri Apr 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 26 2021,0,0,4.43,163,8,0,0,0,0,31,7,717,163,28,0,0,0,0,0.021,0,0,0,0,0,0,0,0
Tue Apr 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,2,1,0,1,0,0
Wed Apr 28 2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
